,ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-9010553,Reactome,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,96,0.154641176,0.637443359,0.995841996,1,1,346,"tags=22%, list=27%, signal=17%",5699/7979/6165/6161/5688/5714/6921/5695/6217/5683/6164/6227/6923/5698/6204/6143/9045/6144/5691/6168/6158
R-HSA-927802,Reactome,R-HSA-927802,Nonsense-Mediated Decay (NMD),79,0.159699735,0.635663572,0.991649269,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/55629/6168/6158/9349/6132/6223/26986/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/10921/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/5515/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-975957,Reactome,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),79,0.159699735,0.635663572,0.991649269,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/55629/6168/6158/9349/6132/6223/26986/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/10921/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/5515/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-156842,Reactome,R-HSA-156842,Eukaryotic Translation Elongation,78,0.158864791,0.635082989,0.985507246,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/1937/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/1933/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/1936/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-6791226,Reactome,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,77,0.159400444,0.634765865,0.985386221,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/51077/6227/4691/6204/6143/9045/6144/6168/6158/9349/6132/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-9705683,Reactome,R-HSA-9705683,SARS-CoV-2-host interactions,61,-0.186338873,-0.633664794,0.95,1,1,466,"tags=52%, list=36%, signal=35%",6189/6193/6233/6228/5903/6229/3106/6230/7311/3105/10762/6231/6232/3320/6222/6209/6201/6191/3921/6194/7297/6628/5781/6203/6772/3326/10971/6207/6218/7531/10146/6637
R-HSA-72766,Reactome,R-HSA-72766,Translation,104,0.150406339,0.633256424,0.993723849,1,1,1064,"tags=98%, list=82%, signal=19%",54998/6165/6161/8663/1974/6727/6217/6726/6164/8665/6227/6204/6143/28972/9045/6144/10480/23480/6168/6158/9349/6132/1937/6223/8661/27335/26986/6146/51065/11224/6154/6156/1983/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6185/6224/64975/6135/6208/6187/6748/1933/6184/6141/6205/6234/60559/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/51386/6232/6169/6166/1936/6167/6222/6209/1650/6201/6191/3921/6194/6142/7458/6129/6124/8666/1973/6175/6138/25873/10884/6139/6203/8667/6207/6218
R-HSA-597592,Reactome,R-HSA-597592,Post-translational protein modification,176,-0.156295052,-0.632191359,0.991511036,1,1,260,"tags=18%, list=20%, signal=17%",317772/5721/4791/5710/8607/10383/4924/23193/4792/100287178/4089/2033/1655/5704/8339/4738/7353/9958/9112/3487/381/9230/79577/11047/84276/7067/1778/11021/8452/3956/7158/2335
R-HSA-5625970,Reactome,R-HSA-5625970,RHO GTPases activate KTN1,3,0.369229117,0.628516116,0.867075665,1,1,182,"tags=33%, list=14%, signal=29%",998
R-HSA-975956,Reactome,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),76,0.158008477,0.628223503,0.983193277,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/6223/26986/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-450385,Reactome,R-HSA-450385,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,3,0.368967626,0.628070996,0.867075665,1,1,263,"tags=33%, list=20%, signal=27%",7529
R-HSA-69618,Reactome,R-HSA-69618,Mitotic Spindle Checkpoint,12,-0.244104537,-0.627315429,0.926,1,1,519,"tags=67%, list=40%, signal=40%",5903/5527/332/6232/5515/9184/51433/1778
R-HSA-162906,Reactome,R-HSA-162906,HIV Infection,51,-0.185537351,-0.624813571,0.936538462,1,1,466,"tags=47%, list=36%, signal=31%",10762/5685/5720/5696/9844/5687/1025/5901/5441/5902/5478/292/6500/5721/5710/51224/1794/5704/7852/2547/5434/2957/6879/6873
R-HSA-156902,Reactome,R-HSA-156902,Peptide chain elongation,75,0.157496372,0.624422587,0.985324948,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-192823,Reactome,R-HSA-192823,Viral mRNA Translation,75,0.157496372,0.624422587,0.985324948,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-2408522,Reactome,R-HSA-2408522,Selenoamino acid metabolism,75,0.157496372,0.624422587,0.985324948,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-2408557,Reactome,R-HSA-2408557,Selenocysteine synthesis,75,0.157496372,0.624422587,0.985324948,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-72764,Reactome,R-HSA-72764,Eukaryotic Translation Termination,75,0.157496372,0.624422587,0.985324948,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-9633012,Reactome,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,75,0.157496372,0.624422587,0.985324948,1,1,1064,"tags=99%, list=82%, signal=19%",6165/6161/6217/6164/6227/6204/6143/9045/6144/6168/6158/9349/6132/6223/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/6129/6124/6175/6138/25873/6139/6203/6207/6218
R-HSA-9675126,Reactome,R-HSA-9675126,Diseases of mitotic cell cycle,5,0.30627843,0.624112936,0.887096774,1,1,325,"tags=40%, list=25%, signal=30%",546/27338
R-HSA-159236,Reactome,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,16,-0.225154037,-0.622667692,0.93503937,1,1,269,"tags=31%, list=21%, signal=25%",6426/11338/8683/6427/10212
R-HSA-72202,Reactome,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,16,-0.225154037,-0.622667692,0.93503937,1,1,269,"tags=31%, list=21%, signal=25%",6426/11338/8683/6427/10212
R-HSA-198933,Reactome,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,26,-0.206241002,-0.622244315,0.928429423,1,1,359,"tags=46%, list=28%, signal=34%",3106/916/56654/3105/3689/8519/1278/2209/10870/917/3676/1525
R-HSA-141405,Reactome,R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,3,-0.361923137,-0.621738005,0.906432749,1,1,430,"tags=67%, list=33%, signal=45%",9184/51433
R-HSA-141430,Reactome,R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,3,-0.361923137,-0.621738005,0.906432749,1,1,430,"tags=67%, list=33%, signal=45%",9184/51433
R-HSA-162588,Reactome,R-HSA-162588,Budding and maturation of HIV virion,4,0.330553004,0.619856195,0.888,1,1,183,"tags=25%, list=14%, signal=22%",29082
R-HSA-9663891,Reactome,R-HSA-9663891,Selective autophagy,19,-0.213290142,-0.618188595,0.923518164,1,1,445,"tags=42%, list=34%, signal=28%",3320/54543/84790/1460/10452/10383/4077/1778
R-HSA-3214842,Reactome,R-HSA-3214842,HDMs demethylate histones,22,0.204294974,0.618101567,0.945783133,1,1,199,"tags=14%, list=15%, signal=12%",8368/8365/8355
R-HSA-212165,Reactome,R-HSA-212165,Epigenetic regulation of gene expression,50,-0.18324382,-0.616561658,0.946153846,1,1,162,"tags=30%, list=12%, signal=27%",333932/3015/5441/8358/8366/8970/3021/8356/6996/2033/8339/8351/9112/5434/53615
R-HSA-2980736,Reactome,R-HSA-2980736,Peptide hormone metabolism,5,0.302548099,0.616511527,0.899193548,1,1,428,"tags=60%, list=33%, signal=40%",1499/28972/2782
R-HSA-9013508,Reactome,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,5,-0.303860655,-0.615672009,0.901380671,1,1,278,"tags=60%, list=21%, signal=47%",22938/6772/2033
R-HSA-9772572,Reactome,R-HSA-9772572,Early SARS-CoV-2 Infection Events,3,-0.358376542,-0.615645405,0.910331384,1,1,156,"tags=33%, list=12%, signal=29%",1655
R-HSA-5689880,Reactome,R-HSA-5689880,Ub-specific processing proteases,50,-0.182862117,-0.615277339,0.946153846,1,1,260,"tags=24%, list=20%, signal=20%",317772/5721/5710/8607/4792/100287178/4089/5704/8339/7353/9958/11047
R-HSA-9664407,Reactome,R-HSA-9664407,Parasite infection,20,-0.211570027,-0.614986403,0.919075145,1,1,447,"tags=40%, list=34%, signal=27%",10163/9844/10096/10092/917/26999/4627/8976
R-HSA-9664417,Reactome,R-HSA-9664417,Leishmania phagocytosis,20,-0.211570027,-0.614986403,0.919075145,1,1,447,"tags=40%, list=34%, signal=27%",10163/9844/10096/10092/917/26999/4627/8976
R-HSA-9664422,Reactome,R-HSA-9664422,FCGR3A-mediated phagocytosis,20,-0.211570027,-0.614986403,0.919075145,1,1,447,"tags=40%, list=34%, signal=27%",10163/9844/10096/10092/917/26999/4627/8976
R-HSA-5688426,Reactome,R-HSA-5688426,Deubiquitination,59,-0.181233874,-0.614676077,0.966,1,1,260,"tags=24%, list=20%, signal=20%",317772/5721/5710/8607/4792/100287178/4089/2033/5704/8339/4738/7353/9958/11047
R-HSA-1430728,Reactome,R-HSA-1430728,Metabolism,220,-0.145726854,-0.614022608,0.998417722,1,1,98,"tags=5%, list=8%, signal=6%",2787/8976/960/1329/1735/4860/2108/4716/57515/7295/1890
R-HSA-381753,Reactome,R-HSA-381753,Olfactory Signaling Pathway,5,-0.301132817,-0.610144958,0.905325444,1,1,104,"tags=40%, list=8%, signal=37%",8861/26682
R-HSA-1222556,Reactome,R-HSA-1222556,ROS and RNS production in phagocytes,4,0.324920094,0.609293307,0.902,1,1,152,"tags=25%, list=12%, signal=22%",1535
R-HSA-9013026,Reactome,R-HSA-9013026,RHOB GTPase cycle,7,0.265760834,0.607438074,0.910386965,1,1,247,"tags=29%, list=19%, signal=23%",2319/9138
R-HSA-2132295,Reactome,R-HSA-2132295,MHC class II antigen presentation,24,0.195625363,0.607339922,0.942115768,1,1,15,"tags=4%, list=1%, signal=4%",1785
R-HSA-2559580,Reactome,R-HSA-2559580,Oxidative Stress Induced Senescence,47,-0.182298169,-0.606575663,0.946462715,1,1,438,"tags=36%, list=34%, signal=25%",8348/8535/9261/333932/3015/8358/1032/8366/8970/3021/8356/5606/8339/8351/3725/23043/7295
R-HSA-168638,Reactome,R-HSA-168638,NOD1/2 Signaling Pathway,8,0.25818795,0.605389992,0.933333333,1,1,90,"tags=12%, list=7%, signal=12%",7334
R-HSA-9013406,Reactome,R-HSA-9013406,RHOQ GTPase cycle,5,0.297059127,0.60532648,0.913306452,1,1,202,"tags=40%, list=16%, signal=34%",998/8826
R-HSA-376176,Reactome,R-HSA-376176,Signaling by ROBO receptors,105,0.143698882,0.604774243,1,1,1,346,"tags=23%, list=27%, signal=18%",5699/7979/6165/6161/5688/5714/6921/998/5695/6217/5683/6164/6227/10487/6923/51466/5698/6204/6143/9045/6144/5691/6168/6158
R-HSA-4615885,Reactome,R-HSA-4615885,SUMOylation of DNA replication proteins,7,0.26295437,0.601023458,0.918533605,1,1,960,"tags=100%, list=74%, signal=26%",7341/7329/5111/5903/332/10762/7155
R-HSA-176033,Reactome,R-HSA-176033,Interactions of Vpr with host cellular proteins,5,0.294726796,0.600573818,0.91733871,1,1,165,"tags=20%, list=13%, signal=18%",293
R-HSA-72163,Reactome,R-HSA-72163,mRNA Splicing - Major Pathway,48,-0.179639001,-0.600352513,0.95761079,1,1,269,"tags=29%, list=21%, signal=24%",4904/10949/5441/3181/6628/6426/11338/8683/6427/1655/51503/5434/5725/6637
R-HSA-72172,Reactome,R-HSA-72172,mRNA Splicing,48,-0.179639001,-0.600352513,0.95761079,1,1,269,"tags=29%, list=21%, signal=24%",4904/10949/5441/3181/6628/6426/11338/8683/6427/1655/51503/5434/5725/6637
R-HSA-69473,Reactome,R-HSA-69473,G2/M DNA damage checkpoint,28,0.184589197,0.600172779,0.95951417,1,1,307,"tags=29%, list=24%, signal=22%",7334/8368/8365/7336/7529/8346/7534/8347
R-HSA-8866654,Reactome,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,20,0.202745437,0.595684607,0.960662526,1,1,386,"tags=35%, list=30%, signal=25%",7334/7322/7336/8346/8347/51322/3017
R-HSA-163125,Reactome,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,3,0.349721202,0.595308987,0.895705521,1,1,146,"tags=33%, list=11%, signal=30%",4061
R-HSA-73854,Reactome,R-HSA-73854,RNA Polymerase I Promoter Clearance,45,-0.180373615,-0.594581915,0.951550388,1,1,148,"tags=11%, list=11%, signal=10%",8339/8351/9112/5434/53615
R-HSA-73864,Reactome,R-HSA-73864,RNA Polymerase I Transcription,45,-0.180373615,-0.594581915,0.951550388,1,1,148,"tags=11%, list=11%, signal=10%",8339/8351/9112/5434/53615
R-HSA-69278,Reactome,R-HSA-69278,"Cell Cycle, Mitotic",111,0.140131525,0.592861739,0.997816594,1,1,218,"tags=15%, list=17%, signal=14%",9798/5699/7979/8368/3020/8365/5688/3837/5714/728642/29082/5695/7341/8355/2029/22919/5683
R-HSA-9709957,Reactome,R-HSA-9709957,Sensory Perception,16,-0.214278381,-0.592590864,0.960629921,1,1,106,"tags=12%, list=8%, signal=12%",4627/26682
R-HSA-3214841,Reactome,R-HSA-3214841,PKMTs methylate histone lysines,24,-0.198182272,-0.589990516,0.942115768,1,1,408,"tags=33%, list=31%, signal=23%",333932/8358/8366/54904/8356/4791/8351/7468
R-HSA-977225,Reactome,R-HSA-977225,Amyloid fiber formation,43,0.16843998,0.589204957,0.98556701,1,1,421,"tags=30%, list=32%, signal=21%",2934/8368/3020/8365/8355/51107/8346/8347/8338/3017/9445/8352/653604
R-HSA-8936459,Reactome,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,41,-0.180977197,-0.586324496,0.956692913,1,1,408,"tags=29%, list=31%, signal=21%",333932/3015/8358/8366/8970/3021/8356/3276/2033/8339/8351/10398
R-HSA-70171,Reactome,R-HSA-70171,Glycolysis,10,0.235560849,0.586053538,0.933198381,1,1,324,"tags=30%, list=25%, signal=23%",2821/5230/2023
R-HSA-70326,Reactome,R-HSA-70326,Glucose metabolism,10,0.235560849,0.586053538,0.933198381,1,1,324,"tags=30%, list=25%, signal=23%",2821/5230/2023
R-HSA-1643685,Reactome,R-HSA-1643685,Disease,344,-0.132186878,-0.58501265,1,1,1,466,"tags=36%, list=36%, signal=31%",10762/6231/5685/5604/5720/8348/6232/6169/1213/6166/5515/10163/5696/3320/9844/5687/1025/5880/6167/1027/6222/6209/5901/1650/6201/6191/10096/333932/3921/84790/3015/6194/5441/5902/8358/8366/6142/6129/10155/5906/7297/8970/5478/23164/3021/292/6628/834/6124/2209/8356/10092/351/6175/7879/6138/5781/25873/3276/6500/5371/6139/6203/6772/917/5606/3831/682/317772/5721/4791/3326/10971/5710/51433/6207/6218/51224/1794/10383/3839/8546/7531/23193/4792/3676/4089/11151/26999/6130/2033/1655/7516/5704/8339/7852/8351/2547/30011/3725/9112/4627/2787/841/8976/7094/10146/4860/5434/2957/1778/476/8452/6879/6873/6637/481/53615/7001/4000/7295/2335/6648
R-HSA-9637687,Reactome,R-HSA-9637687,Suppression of phagosomal maturation,5,-0.287897468,-0.58332795,0.930966469,1,1,310,"tags=80%, list=24%, signal=61%",6233/7311/7879/11151
R-HSA-9013405,Reactome,R-HSA-9013405,RHOD GTPase cycle,9,0.241840443,0.580417098,0.938271605,1,1,65,"tags=11%, list=5%, signal=11%",10424
R-HSA-3769402,Reactome,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,6,0.267515163,0.580389113,0.940451745,1,1,305,"tags=33%, list=23%, signal=26%",1499/7534
R-HSA-8849471,Reactome,R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",3,0.33770239,0.574850099,0.90797546,1,1,862,"tags=100%, list=66%, signal=34%",5829/5921/9844
R-HSA-72613,Reactome,R-HSA-72613,Eukaryotic Translation Initiation,89,0.140332179,0.570311201,0.993877551,1,1,1064,"tags=98%, list=82%, signal=19%",6165/6161/8663/1974/6217/6164/8665/6227/6204/6143/9045/6144/10480/6168/6158/9349/6132/6223/8661/27335/26986/6146/51065/11224/6154/6156/1983/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/51386/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/7458/6129/6124/8666/1973/6175/6138/25873/6139/6203/8667/6207/6218
R-HSA-72737,Reactome,R-HSA-72737,Cap-dependent Translation Initiation,89,0.140332179,0.570311201,0.993877551,1,1,1064,"tags=98%, list=82%, signal=19%",6165/6161/8663/1974/6217/6164/8665/6227/6204/6143/9045/6144/10480/6168/6158/9349/6132/6223/8661/27335/26986/6146/51065/11224/6154/6156/1983/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/51386/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/7458/6129/6124/8666/1973/6175/6138/25873/6139/6203/8667/6207/6218
R-HSA-1640170,Reactome,R-HSA-1640170,Cell Cycle,128,-0.147521634,-0.570111153,0.992805755,1,1,469,"tags=41%, list=36%, signal=29%",25777/10762/5885/5685/5720/8348/6232/5515/5696/3320/5687/9184/1027/23399/5901/333932/55651/84790/3015/5441/8358/1032/8366/8970/9663/3021/1460/8356/6500/5721/1163/3326/10971/5710/51433/8607/10383/7531/7112/2033/5704/8339/8351/57804/80097/7468/9814/10133/5434/1778/7158/4000
R-HSA-9662361,Reactome,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,5,0.278953849,0.568432801,0.935483871,1,1,112,"tags=20%, list=9%, signal=18%",2934
R-HSA-156827,Reactome,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,88,0.139818228,0.56821957,0.991836735,1,1,1064,"tags=98%, list=82%, signal=19%",6165/6161/8663/1974/6217/6164/8665/6227/6204/6143/9045/6144/10480/6168/6158/9349/6132/6223/8661/27335/26986/6146/51065/11224/6154/6156/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/51386/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/7458/6129/6124/8666/1973/6175/6138/25873/6139/6203/8667/6207/6218
R-HSA-72706,Reactome,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,88,0.139740783,0.567904835,0.991836735,1,1,1064,"tags=98%, list=82%, signal=19%",6165/6161/8663/1974/6217/6164/8665/6227/6204/6143/9045/6144/10480/6168/6158/9349/6132/6223/8661/27335/6146/51065/11224/6154/6156/1983/6159/6125/6206/6235/6202/6160/6188/6133/6152/6181/6210/6224/6135/6208/6187/6141/6205/6234/6137/6157/6173/6189/6193/6233/6228/6170/4736/6229/6230/7311/6128/6155/6136/6171/6231/51386/6232/6169/6166/6167/6222/6209/6201/6191/3921/6194/6142/7458/6129/6124/8666/1973/6175/6138/25873/6139/6203/8667/6207/6218
R-HSA-9013507,Reactome,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,4,0.302469136,0.567193054,0.932,1,1,908,"tags=100%, list=70%, signal=30%",51107/6233/7311/4904
R-HSA-9694516,Reactome,R-HSA-9694516,SARS-CoV-2 Infection,74,-0.159617957,-0.566746261,0.986564299,1,1,466,"tags=35%, list=36%, signal=24%",10762/6231/6232/3320/6222/6209/1650/6201/6191/3921/6194/7297/6628/5781/3276/6203/6772/3326/10971/6207/6218/7531/23193/1655/10146/6637
R-HSA-202433,Reactome,R-HSA-202433,Generation of second messenger molecules,15,-0.206225681,-0.566687012,0.959459459,1,1,1036,"tags=100%, list=80%, signal=21%",27040/915/3937/920/3115/3123/3119/3113/919/916/2533/7454/917/7408
R-HSA-5625740,Reactome,R-HSA-5625740,RHO GTPases activate PKNs,47,-0.170015488,-0.56570649,0.965583174,1,1,148,"tags=30%, list=11%, signal=27%",333932/3015/8358/8366/8970/3021/8356/10971/7531/8339/8351/4627/10627/10398
R-HSA-2262752,Reactome,R-HSA-2262752,Cellular responses to stress,213,-0.1343415,-0.565597108,1,1,1,466,"tags=36%, list=36%, signal=28%",10762/6231/5685/5720/8348/6232/6169/6166/5696/3320/5687/8535/9261/6167/1027/6222/1327/6209/6201/6191/333932/3921/84790/3015/6194/84516/8358/10370/1032/8366/6142/83667/6129/8970/3021/3008/1460/10312/6124/8356/6175/6138/25873/6500/6139/5034/6203/5606/1345/445329/5721/3326/5710/51433/6207/6218/10383/3006/7531/6130/2033/5704/8339/8351/7353/3725/23043/7094/1329/1778/8452/6195/28956/7001/4000/7295/6648
R-HSA-8953897,Reactome,R-HSA-8953897,Cellular responses to stimuli,214,-0.133950936,-0.564651059,1,1,1,466,"tags=36%, list=36%, signal=28%",10762/6231/5685/5720/8348/6232/6169/6166/5696/3320/5687/8535/9261/6167/1027/6222/1327/6209/6201/6191/333932/3921/84790/3015/6194/84516/8358/10370/1032/8366/6142/83667/6129/8970/3021/3008/1460/10312/6124/8356/6175/6138/25873/6500/6139/5034/6203/5606/1345/445329/5721/3326/5710/51433/6207/6218/10383/3006/7531/6130/2033/5704/8339/8351/7353/3725/23043/7094/1329/1778/8452/6195/28956/7001/4000/7295/6648
R-HSA-195258,Reactome,R-HSA-195258,RHO GTPase Effectors,92,-0.155434379,-0.563658833,0.988372093,1,1,219,"tags=35%, list=17%, signal=31%",8348/6232/5515/10163/5880/9184/1027/10096/333932/84790/3015/8358/8366/8970/3021/8356/10092/3831/10971/10383/7531/5216/26999/85415/8339/8351/4627/8976/1778/10627/2316/10398
R-HSA-114604,Reactome,R-HSA-114604,GPVI-mediated activation cascade,9,0.234701782,0.56328431,0.950617284,1,1,997,"tags=100%, list=77%, signal=23%",998/27040/3937/2534/5294/5295/5880/1278/5781
R-HSA-2142753,Reactome,R-HSA-2142753,Arachidonic acid metabolism,3,0.3307633,0.563038111,0.918200409,1,1,871,"tags=100%, list=67%, signal=33%",2879/241/9261
R-HSA-68616,Reactome,R-HSA-68616,Assembly of the ORC complex at the origin of replication,37,0.161693569,0.561287906,0.982490272,1,1,199,"tags=14%, list=15%, signal=12%",8368/3020/8365/3837/8355
R-HSA-9635486,Reactome,R-HSA-9635486,Infection with Mycobacterium tuberculosis,10,0.222770344,0.554231948,0.95951417,1,1,324,"tags=30%, list=25%, signal=23%",3837/5230/2023
R-HSA-5633008,Reactome,R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,3,0.32544603,0.553986848,0.930470348,1,1,213,"tags=33%, list=16%, signal=28%",581
R-HSA-1221632,Reactome,R-HSA-1221632,Meiotic synapsis,29,-0.181325322,-0.551361046,0.963709677,1,1,12,"tags=48%, list=1%, signal=49%",8345/8364/8362/554313/8342/8359/25777/5885/8348/3015/8366/8970/8339/4000
R-HSA-8856828,Reactome,R-HSA-8856828,Clathrin-mediated endocytosis,29,0.16608968,0.549613219,0.980237154,1,1,142,"tags=10%, list=11%, signal=9%",1785/29924/10097
